BGC_ID - matches antiSMASHv5 files,BGC Label - matches cytoscape network label,S. species,GCF_ID in matrix file,tier 1 - BiG-SCAPE classification,tier 2 - BiG-SCAPE product prediction,tier 3 - BGC network module,tier 4 - GCF
SpCNY239_FJ.contig_8.region001,SpCNY239_FJ_c8_001,pacifica,M10_GCF3564,PKSother,T3PKS,M10,GCF3564
SpCNR942_PL.contig_2.region001,SpCNR942_PL_c2_001,fenicalii,M10_GCF3564,PKSother,T3PKS,M10,GCF3564
SaCNY679_YU.contig_15.region001,SaCNY679_YU_c15_001,arenicola,M10_GCF3070,PKSother,T3PKS,M10,GCF3070
StCNY012_BA.contig_6.region001,StCNY012_BA_c6_001,tropica,M10_GCF4607,PKSother,T3PKS,M10,GCF4607
SaCNT849_HI.contig_24.region001,SaCNT849_HI_c24_001,arenicola,M10_GCF3040,PKSother,T3PKS,M10,GCF3040
SpCNT001_FJ.contig_8.region001,SpCNT001_FJ_c8_001,pacifica,M10_GCF3564,PKSother,T3PKS,M10,GCF3564
SaCNY230_FJ.contig_23.region001,SaCNY230_FJ_c23_001,arenicola,M10_GCF3040,PKSother,T3PKS,M10,GCF3040
SaCNX508_PM.contig_30.region001,SaCNX508_PM_c30_001,arenicola,M10_GCF3040,PKSother,T3PKS,M10,GCF3040
SaCNH713_RS.contig_18.region001,SaCNH713_RS_c18_001,arenicola,M10_GCF3070,PKSother,T3PKS,M10,GCF3070
SpDSM45547_FJ.contig_0.region004,SpDSM45547_FJ_c0_004,oceanensis,M10_GCF3564,PKSother,T3PKS,M10,GCF3564
SpCNR909_PL.contig_12.region001,SpCNR909_PL_c12_001,pacifica,M10_GCF3564,PKSother,T3PKS,M10,GCF3564
SaCNY237_FJ.contig_14.region001,SaCNY237_FJ_c14_001,arenicola,M10_GCF3040,PKSother,T3PKS,M10,GCF3040
SpDSM45543_FJ.contig_0.region024,SpDSM45543_FJ_c0_024,oceanensis,M10_GCF4607,PKSother,T3PKS,M10,GCF4607
SaCNS325_PL.contig_24.region001,SaCNS325_PL_c24_001,arenicola,M10_GCF3040,PKSother,T3PKS,M10,GCF3040
SaCNT798_HI.contig_27.region001,SaCNT798_HI_c27_001,arenicola,M10_GCF3070,PKSother,T3PKS,M10,GCF3070
SaCNY260_FJ.contig_20.region001,SaCNY260_FJ_c20_001,arenicola,M10_GCF3070,PKSother,T3PKS,M10,GCF3070
SpCNR114_GU.contig_5.region001,SpCNR114_GU_c5_001,pacifica,M10_GCF3564,PKSother,T3PKS,M10,GCF3564
SaCNH963_SC.contig_54.region001,SaCNH963_SC_c54_001,arenicola,M10_GCF3040,PKSother,T3PKS,M10,GCF3040
SaCNS296_PL.contig_24.region001,SaCNS296_PL_c24_001,arenicola,M10_GCF3070,PKSother,T3PKS,M10,GCF3070
SaCNT859_HI.contig_33.region001,SaCNT859_HI_c33_001,arenicola,M10_GCF3070,PKSother,T3PKS,M10,GCF3070
SpCNT851_HI.contig_7.region001,SpCNT851_HI_c7_001,pacifica,M10_GCF3564,PKSother,T3PKS,M10,GCF3564
SaCNQ884_GU.contig_22.region001,SaCNQ884_GU_c22_001,arenicola,M10_GCF3040,PKSother,T3PKS,M10,GCF3040
SaCNS243_PL.contig_24.region001,SaCNS243_PL_c24_001,arenicola,M10_GCF3070,PKSother,T3PKS,M10,GCF3070
SaCNY685_YU.contig_27.region001,SaCNY685_YU_c27_001,arenicola,M10_GCF3070,PKSother,T3PKS,M10,GCF3070
SpDSM45549_FJ.contig_0.region009,SpDSM45549_FJ_c0_009,mooreana,M10_GCF3564,PKSother,T3PKS,M10,GCF3564
SpCNT133_FJ.contig_9.region001,SpCNT133_FJ_c9_001,pacifica,M10_GCF3564,PKSother,T3PKS,M10,GCF3564
SaCNX481_PM.contig_28.region001,SaCNX481_PM_c28_001,arenicola,M10_GCF3040,PKSother,T3PKS,M10,GCF3040
StCNT250_BA.contig_3.region001,StCNT250_BA_c3_001,tropica,M10_GCF4607,PKSother,T3PKS,M10,GCF4607
SpCNT609_FJ.contig_4.region001,SpCNT609_FJ_c4_001,pacifica,M10_GCF3564,PKSother,T3PKS,M10,GCF3564
SaCNH941_SC.contig_28.region001,SaCNH941_SC_c28_001,arenicola,M10_GCF3070,PKSother,T3PKS,M10,GCF3070
SpCNT003_FJ.contig_8.region001,SpCNT003_FJ_c8_001,pacifica,M10_GCF3564,PKSother,T3PKS,M10,GCF3564
SaCNX482_PM.contig_33.region001,SaCNX482_PM_c33_001,arenicola,M10_GCF3070,PKSother,T3PKS,M10,GCF3070
SaCNH996_SC.contig_57.region001,SaCNH996_SC_c57_001,arenicola,M10_GCF3040,PKSother,T3PKS,M10,GCF3040
StCNY678_YU.contig_0.region002,StCNY678_YU_c0_002,tropica,M10_GCF4607,PKSother,T3PKS,M10,GCF4607
SpCNH732_RS.contig_5.region001,SpCNH732_RS_c5_001,pacifica,M10_GCF3564,PKSother,T3PKS,M10,GCF3564
SaCNP193_SC.contig_28.region001,SaCNP193_SC_c28_001,arenicola,M10_GCF3070,PKSother,T3PKS,M10,GCF3070
SaCNY690_YU.contig_13.region001,SaCNY690_YU_c13_001,arenicola,M10_GCF3564,PKSother,T3PKS,M10,GCF3564
SaCNS848_FJ.contig_16.region001,SaCNS848_FJ_c16_001,arenicola,M10_GCF3070,PKSother,T3PKS,M10,GCF3070
SaCNT850_HI.contig_31.region001,SaCNT850_HI_c31_001,arenicola,M10_GCF3040,PKSother,T3PKS,M10,GCF3040
SaCNH964_SC.contig_30.region001,SaCNH964_SC_c30_001,arenicola,M10_GCF3070,PKSother,T3PKS,M10,GCF3070
SaCNB527_BA.contig_61.region001,SaCNB527_BA_c61_001,arenicola,M100_GCF1851,RiPPs,lanthipeptide,M100,GCF1851
SaCNB527_BA.contig_82.region001,SaCNB527_BA_c82_001,arenicola,M101_GCF1853,NRPS,NRPS-like,M101,GCF1853
SaCNH877_BA.contig_48.region001,SaCNH877_BA_c48_001,arenicola,M102_GCF1981,NRPS,NRPS,M102,GCF1981
SaCNH963_SC.contig_3.region002,SaCNH963_SC_c3_002,arenicola,M103_GCF2087,PKS-NRP_Hybrids,T1PKS.NRPS-like,M103,GCF2087
SaCNQ884_GU.contig_10.region001,SaCNQ884_GU_c10_001,arenicola,M104_GCF2286,NRPS,NRPS-like,M104,GCF2286
SaCNQ884_GU.contig_61.region001,SaCNQ884_GU_c61_001,arenicola,M105_GCF2312,PKSI,T1PKS,M105,GCF2312
SaCNR107_GU.contig_0.region003,SaCNR107_GU_c0_003,arenicola,M106_GCF2318,Others,NRPS.arylpolyene,M106,GCF2318
SaCNR425_GU.contig_46.region001,SaCNR425_GU_c46_001,arenicola,M107_GCF2367,Others,betalactone.indole.NRPS,M107,GCF2367
SaCNS051_PL.contig_26.region001,SaCNS051_PL_c26_001,arenicola,M108_GCF2410,NRPS,NRPS,M108,GCF2410
SaCNS051_PL.contig_79.region001,SaCNS051_PL_c79_001,arenicola,M109_GCF2420,NRPS,NRPS,M109,GCF2420
SaCNS848_FJ.contig_27.region001,SaCNS848_FJ_c27_001,arenicola,M11_GCF2557,PKSI,T1PKS,M11,GCF2557
SaCNY685_YU.contig_1.region002,SaCNY685_YU_c1_002,arenicola,M11_GCF3433,PKSI,T1PKS,M11,GCF3433
SaCNQ748_GU.contig_15.region001,SaCNQ748_GU_c15_001,arenicola,M11_GCF2557,PKSI,T1PKS,M11,GCF2557
SaCNH996B_SC.contig_34.region001,SaCNH996B_SC_c34_001,arenicola,M11_GCF2557,PKSI,T1PKS,M11,GCF2557
SaCNY237_FJ.contig_8.region002,SaCNY237_FJ_c8_002,arenicola,M11_GCF2557,PKSI,T1PKS,M11,GCF2557
SaCNR425_GU.contig_21.region002,SaCNR425_GU_c21_002,arenicola,M11_GCF2557,PKSI,T1PKS,M11,GCF2557
SaCNH643_BA.contig_0.region001,SaCNH643_BA_c0_001,arenicola,M11_GCF2557,PKSI,T1PKS,M11,GCF2557
SaCNT859_HI.contig_14.region002,SaCNT859_HI_c14_002,arenicola,M11_GCF2557,PKSI,T1PKS,M11,GCF2557
SaCNY282_FJ.contig_18.region001,SaCNY282_FJ_c18_001,arenicola,M11_GCF2557,PKSI,T1PKS,M11,GCF2557
SaCNH646_BA.contig_6.region001,SaCNH646_BA_c6_001,arenicola,M11_GCF2557,PKSI,T1PKS,M11,GCF2557
SaCNX814_PM.contig_11.region002,SaCNX814_PM_c11_002,arenicola,M11_GCF2557,PKSI,T1PKS,M11,GCF2557
SaCNS673_FJ.contig_11.region002,SaCNS673_FJ_c11_002,arenicola,M11_GCF2557,PKSI,T1PKS,M11,GCF2557
SaCNP193_SC.contig_11.region002,SaCNP193_SC_c11_002,arenicola,M11_GCF2557,PKSI,T1PKS,M11,GCF2557
SaCNR107_GU.contig_8.region002,SaCNR107_GU_c8_002,arenicola,M11_GCF2557,PKSI,T1PKS,M11,GCF2557
SaCNS243_PL.contig_14.region002,SaCNS243_PL_c14_002,arenicola,M11_GCF2557,PKSI,T1PKS,M11,GCF2557
SaCNY260_FJ.contig_0.region001,SaCNY260_FJ_c0_001,arenicola,M11_GCF2557,PKSI,T1PKS,M11,GCF2557
SaCNH964_SC.contig_10.region001,SaCNH964_SC_c10_001,arenicola,M11_GCF2557,PKSI,T1PKS,M11,GCF2557
SaCNS325_PL.contig_16.region001,SaCNS325_PL_c16_001,arenicola,M11_GCF2557,PKSI,T1PKS,M11,GCF2557
SaCNT850_HI.contig_10.region002,SaCNT850_HI_c10_002,arenicola,M11_GCF2557,PKSI,T1PKS,M11,GCF2557
SaCNR921_PL.contig_11.region001,SaCNR921_PL_c11_001,arenicola,M11_GCF2557,PKSI,T1PKS,M11,GCF2557
SaDSM45545_FJ.contig_0.region025,SaDSM45545_FJ_c0_025,arenicola,M11_GCF2557,PKSI,T1PKS,M11,GCF2557
SaCNX508_PM.contig_9.region002,SaCNX508_PM_c9_002,arenicola,M11_GCF2557,PKSI,T1PKS,M11,GCF2557
SaCNS744_FJ.contig_1.region001,SaCNS744_FJ_c1_001,arenicola,M11_GCF3433,PKSI,T1PKS,M11,GCF3433
SaCNH877_BA.contig_7.region002,SaCNH877_BA_c7_002,arenicola,M11_GCF2557,PKSI,T1PKS,M11,GCF2557
SaCNH718_RS.contig_24.region001,SaCNH718_RS_c24_001,arenicola,M11_GCF2557,PKSI,T1PKS,M11,GCF2557
SaCNB458_BA.contig_25.region001,SaCNB458_BA_c25_001,arenicola,M11_GCF2557,PKSI,T1PKS,M11,GCF2557
SaCNS820_FJ.contig_12.region001,SaCNS820_FJ_c12_001,arenicola,M11_GCF2557,PKSI,T1PKS,M11,GCF2557
SaCNY234_FJ.contig_22.region001,SaCNY234_FJ_c22_001,arenicola,M11_GCF2557,PKSI,T1PKS,M11,GCF2557
SaCNP105_SC.contig_11.region001,SaCNP105_SC_c11_001,arenicola,M11_GCF2557,PKSI,T1PKS,M11,GCF2557
SaCNY685_YU.contig_22.region001,SaCNY685_YU_c22_001,arenicola,M11_GCF2557,PKSI,T1PKS,M11,GCF2557
SaCNS296_PL.contig_3.region001,SaCNS296_PL_c3_001,arenicola,M11_GCF2557,PKSI,T1PKS,M11,GCF2557
SaCNH962_SC.contig_25.region001,SaCNH962_SC_c25_001,arenicola,M11_GCF2557,PKSI,T1PKS,M11,GCF2557
SaCNY679_YU.contig_3.region002,SaCNY679_YU_c3_002,arenicola,M11_GCF2557,PKSI,T1PKS,M11,GCF2557
SaCNY486_PV.contig_25.region001,SaCNY486_PV_c25_001,arenicola,M11_GCF2557,PKSI,T1PKS,M11,GCF2557
SaCNR921_PL.contig_6.region001,SaCNR921_PL_c6_001,arenicola,M11_GCF3433,PKSI,T1PKS,M11,GCF3433
SaCNH941_SC.contig_10.region001,SaCNH941_SC_c10_001,arenicola,M11_GCF2557,PKSI,T1PKS,M11,GCF2557
SaCNY230_FJ.contig_13.region001,SaCNY230_FJ_c13_001,arenicola,M11_GCF2557,PKSI,T1PKS,M11,GCF2557
SaCNY244_FJ.contig_10.region002,SaCNY244_FJ_c10_002,arenicola,M11_GCF2557,PKSI,T1PKS,M11,GCF2557
SaCNT849_HI.contig_9.region001,SaCNT849_HI_c9_001,arenicola,M11_GCF2557,PKSI,T1PKS,M11,GCF2557
SaCNT798_HI.contig_13.region001,SaCNT798_HI_c13_001,arenicola,M11_GCF2557,PKSI,T1PKS,M11,GCF2557
SaCNY694_YU.contig_31.region001,SaCNY694_YU_c31_001,arenicola,M11_GCF2557,PKSI,T1PKS,M11,GCF2557
SaCNY231_FJ.contig_11.region001,SaCNY231_FJ_c11_001,arenicola,M11_GCF2557,PKSI,T1PKS,M11,GCF2557
SaCNY011_BA.contig_6.region002,SaCNY011_BA_c6_002,arenicola,M11_GCF2557,PKSI,T1PKS,M11,GCF2557
SaCNQ748_GU.contig_34.region001,SaCNQ748_GU_c34_001,arenicola,M11_GCF3433,PKSI,T1PKS,M11,GCF3433
SaCNH905_BA.contig_0.region002,SaCNH905_BA_c0_002,arenicola,M11_GCF2557,PKSI,T1PKS,M11,GCF2557
SaCNX891_PM.contig_11.region001,SaCNX891_PM_c11_001,arenicola,M11_GCF2557,PKSI,T1PKS,M11,GCF2557
SaCNY256_FJ.contig_5.region002,SaCNY256_FJ_c5_002,arenicola,M11_GCF2557,PKSI,T1PKS,M11,GCF2557
SaCNT005_FJ.contig_13.region002,SaCNT005_FJ_c13_002,arenicola,M11_GCF2557,PKSI,T1PKS,M11,GCF2557
SaCNQ884_GU.contig_28.region001,SaCNQ884_GU_c28_001,arenicola,M11_GCF2557,PKSI,T1PKS,M11,GCF2557
SaCNH996_SC.contig_31.region001,SaCNH996_SC_c31_001,arenicola,M11_GCF2557,PKSI,T1PKS,M11,GCF2557
SaCNS051_PL.contig_10.region002,SaCNS051_PL_c10_002,arenicola,M11_GCF2557,PKSI,T1PKS,M11,GCF2557
SaCNT799_HI.contig_9.region001,SaCNT799_HI_c9_001,arenicola,M11_GCF2557,PKSI,T1PKS,M11,GCF2557
SaCNS205_PL.contig_0.region006,SaCNS205_PL_c0_006,arenicola,M11_GCF2557,PKSI,T1PKS,M11,GCF2557
SaCNX482_PM.contig_10.region001,SaCNX482_PM_c10_001,arenicola,M11_GCF2557,PKSI,T1PKS,M11,GCF2557
SaCNT857_HI.contig_9.region001,SaCNT857_HI_c9_001,arenicola,M11_GCF2557,PKSI,T1PKS,M11,GCF2557
SaCNS342_FJ.contig_11.region001,SaCNS342_FJ_c11_001,arenicola,M11_GCF2557,PKSI,T1PKS,M11,GCF2557
SaCNX481_PM.contig_9.region002,SaCNX481_PM_c9_002,arenicola,M11_GCF2557,PKSI,T1PKS,M11,GCF2557
SaCNS744_FJ.contig_13.region001,SaCNS744_FJ_c13_001,arenicola,M11_GCF2557,PKSI,T1PKS,M11,GCF2557
SaCNR107_GU.contig_0.region001,SaCNR107_GU_c0_001,arenicola,M11_GCF3433,PKSI,T1PKS,M11,GCF3433
SaCNS299_PL.contig_12.region002,SaCNS299_PL_c12_002,arenicola,M11_GCF2557,PKSI,T1PKS,M11,GCF2557
SaCNT800_HI.contig_13.region002,SaCNT800_HI_c13_002,arenicola,M11_GCF2557,PKSI,T1PKS,M11,GCF2557
SaCNY690_YU.contig_49.region001,SaCNY690_YU_c49_001,arenicola,M11_GCF2557,PKSI,T1PKS,M11,GCF2557
SaCNY280_FJ.contig_13.region002,SaCNY280_FJ_c13_002,arenicola,M11_GCF2557,PKSI,T1PKS,M11,GCF2557
SaCNH713_RS.contig_7.region001,SaCNH713_RS_c7_001,arenicola,M11_GCF2557,PKSI,T1PKS,M11,GCF2557
SaCNS051_PL.contig_83.region001,SaCNS051_PL_c83_001,arenicola,M110_GCF2422,NRPS,NRPS-like,M110,GCF2422
SaCNS243_PL.contig_10.region001,SaCNS243_PL_c10_001,arenicola,M111_GCF2462,NRPS,NRPS,M111,GCF2462
SaCNS296_PL.contig_37.region001,SaCNS296_PL_c37_001,arenicola,M112_GCF2504,PKSI,T1PKS,M112,GCF2504
SaCNS299_PL.contig_40.region001,SaCNS299_PL_c40_001,arenicola,M113_GCF2540,PKSother,T3PKS,M113,GCF2540
SaCNS325_PL.contig_14.region001,SaCNS325_PL_c14_001,arenicola,M114_GCF2553,PKSother,T1PKS.PKS-like.T2PKS,M114,GCF2553
SaCNS848_FJ.contig_11.region001,SaCNS848_FJ_c11_001,arenicola,M115_GCF2692,RiPPs,lanthipeptide,M115,GCF2692
SaCNX482_PM.contig_53.region001,SaCNX482_PM_c53_001,arenicola,M116_GCF3004,NRPS,NRPS,M116,GCF3004
SaCNX508_PM.contig_31.region001,SaCNX508_PM_c31_001,arenicola,M117_GCF3025,Others,T1PKS.ectoine.NRPS,M117,GCF3025
SaCNX814_PM.contig_26.region001,SaCNX814_PM_c26_001,arenicola,M118_GCF3048,Others,oligosaccharide.T2PKS,M118,GCF3048
SaCNX891_PM.contig_20.region001,SaCNX891_PM_c20_001,arenicola,M119_GCF3074,NRPS,NRPS,M119,GCF3074
SpCNT003_FJ.contig_42.region001,SpCNT003_FJ_c42_001,pacifica,M12_GCF3953,Others,fused,M12,GCF3953
SpCNY330_SC.contig_2.region001,SpCNY330_SC_c2_001,pacifica,M12_GCF3953,Others,fused,M12,GCF3953
SpCNH732_RS.contig_2.region001,SpCNH732_RS_c2_001,pacifica,M12_GCF3953,Others,fused,M12,GCF3953
SpCNR942_PL.contig_17.region001,SpCNR942_PL_c17_001,fenicalii,M12_GCF4733,Others,fused,M12,GCF4733
StCNB536_BA.contig_2.region001,StCNB536_BA_c2_001,tropica,M12_GCF4733,Others,fused,M12,GCF4733
StCNY012_BA.contig_0.region001,StCNY012_BA_c0_001,tropica,M12_GCF4733,Others,fused,M12,GCF4733
StCNR699_BA.contig_5.region001,StCNR699_BA_c5_001,tropica,M12_GCF4733,Others,fused,M12,GCF4733
SpCNT855_HI.contig_33.region001,SpCNT855_HI_c33_001,pacifica,M12_GCF3953,Others,fused,M12,GCF3953
SpCNY646_RS.contig_2.region001,SpCNY646_RS_c2_001,mooreana,M12_GCF4733,Others,fused,M12,GCF4733
SpCNT133_FJ.contig_20.region001,SpCNT133_FJ_c20_001,pacifica,M12_GCF3953,Others,fused,M12,GCF3953
StCNH898_BA.contig_4.region001,StCNH898_BA_c4_001,tropica,M12_GCF4733,Others,fused,M12,GCF4733
StCNT250_BA.contig_5.region001,StCNT250_BA_c5_001,tropica,M12_GCF4733,Others,fused,M12,GCF4733
StCNS197_BA.contig_6.region001,StCNS197_BA_c6_001,tropica,M12_GCF4733,Others,fused,M12,GCF4733
SpCNY666_MD.contig_0.region002,SpCNY666_MD_c0_002,goodfellowii,M12_GCF3953,Others,fused,M12,GCF3953
SpCNT131_FJ.contig_2.region001,SpCNT131_FJ_c2_001,pacifica,M12_GCF3953,Others,fused,M12,GCF3953
SpCNY498_PV.contig_2.region001,SpCNY498_PV_c2_001,pacifica,M12_GCF3953,Others,fused,M12,GCF3953
SpCNS237_PL.contig_1.region001,SpCNS237_PL_c1_001,mooreana,M12_GCF4733,Others,fused,M12,GCF4733
SpCNS103_PL.contig_1.region001,SpCNS103_PL_c1_001,pacifica,M12_GCF3953,Others,fused,M12,GCF3953
SpCNY202_SC.contig_16.region001,SpCNY202_SC_c16_001,cortesiana,M12_GCF3953,Others,fused,M12,GCF3953
StCNS416_BA.contig_4.region001,StCNS416_BA_c4_001,tropica,M12_GCF4733,Others,fused,M12,GCF4733
StCNB440_BA.contig_0.region005,StCNB440_BA_c0_005,tropica,M12_GCF4733,Others,fused,M12,GCF4733
StCNY681_YU.contig_6.region001,StCNY681_YU_c6_001,tropica,M12_GCF4733,Others,fused,M12,GCF4733
SpCNR894_PL.contig_1.region002,SpCNR894_PL_c1_002,pacifica,M12_GCF3953,Others,fused,M12,GCF3953
SpCNR909_PL.contig_10.region001,SpCNR909_PL_c10_001,pacifica,M12_GCF3953,Others,fused,M12,GCF3953
SpCNR510_GU.contig_1.region001,SpCNR510_GU_c1_001,pacifica,M12_GCF3953,Others,fused,M12,GCF3953
StCNY678_YU.contig_7.region001,StCNY678_YU_c7_001,tropica,M12_GCF4733,Others,fused,M12,GCF4733
SpCNT603_FJ.contig_10.region001,SpCNT603_FJ_c10_001,pacifica,M12_GCF3953,Others,fused,M12,GCF3953
SpCNY331_SC.contig_24.region001,SpCNY331_SC_c24_001,pacifica,M12_GCF3953,Others,fused,M12,GCF3953
SpCNT569_FJ.contig_17.region001,SpCNT569_FJ_c17_001,fenicalii,M12_GCF4733,Others,fused,M12,GCF4733
SpCNT084_FJ.contig_2.region001,SpCNT084_FJ_c2_001,pacifica,M12_GCF3953,Others,fused,M12,GCF3953
StCNB476_BA.contig_6.region001,StCNB476_BA_c6_001,tropica,M12_GCF4733,Others,fused,M12,GCF4733
SpCNY239_FJ.contig_0.region001,SpCNY239_FJ_c0_001,pacifica,M12_GCF3953,Others,fused,M12,GCF3953
SpCNT124_FJ.contig_6.region001,SpCNT124_FJ_c6_001,oceanensis,M12_GCF3953,Others,fused,M12,GCF3953
SpCNT609_FJ.contig_0.region001,SpCNT609_FJ_c0_001,pacifica,M12_GCF3953,Others,fused,M12,GCF3953
StCNT261_BA.contig_5.region001,StCNT261_BA_c5_001,tropica,M12_GCF4733,Others,fused,M12,GCF4733
SpCNY363_SC.contig_3.region001,SpCNY363_SC_c3_001,pacifica,M12_GCF3953,Others,fused,M12,GCF3953
SpCNT584_FJ.contig_4.region001,SpCNT584_FJ_c4_001,oceanensis,M12_GCF3953,Others,fused,M12,GCF3953
SpCNR114_GU.contig_11.region001,SpCNR114_GU_c11_001,pacifica,M12_GCF3953,Others,fused,M12,GCF3953
SpCNQ768_GU.contig_1.region001,SpCNQ768_GU_c1_001,pacifica,M12_GCF4733,Others,fused,M12,GCF4733
SpDSM45544_FJ.contig_0.region010,SpDSM45544_FJ_c0_010,pacifica,M12_GCF3953,Others,fused,M12,GCF3953
SpCNT001_FJ.contig_11.region001,SpCNT001_FJ_c11_001,pacifica,M12_GCF3953,Others,fused,M12,GCF3953
SaCNY231_FJ.contig_42.region001,SaCNY231_FJ_c42_001,arenicola,M120_GCF3174,NRPS,NRPS,M120,GCF3174
SaCNY234_FJ.contig_7.region001,SaCNY234_FJ_c7_001,arenicola,M121_GCF3204,Others,other,M121,GCF3204
SaCNY256_FJ.contig_43.region001,SaCNY256_FJ_c43_001,arenicola,M122_GCF3281,RiPPs,lanthipeptide,M122,GCF3281
SaCNY260_FJ.contig_29.region001,SaCNY260_FJ_c29_001,arenicola,M123_GCF3303,NRPS,NRPS,M123,GCF3303
SaCNY260_FJ.contig_5.region001,SaCNY260_FJ_c5_001,arenicola,M124_GCF3307,RiPPs,lanthipeptide,M124,GCF3307
SaCNY282_FJ.contig_33.region001,SaCNY282_FJ_c33_001,arenicola,M125_GCF3366,Others,other,M125,GCF3366
SaCNY486_PV.contig_60.region001,SaCNY486_PV_c60_001,arenicola,M126_GCF3399,NRPS,NRPS-like,M126,GCF3399
SaCNY685_YU.contig_51.region001,SaCNY685_YU_c51_001,arenicola,M127_GCF3454,RiPPs,lanthipeptide,M127,GCF3454
SaCNY685_YU.contig_55.region001,SaCNY685_YU_c55_001,arenicola,M128_GCF3456,RiPPs,lanthipeptide,M128,GCF3456
SaCNY685_YU.contig_56.region001,SaCNY685_YU_c56_001,arenicola,M129_GCF3457,NRPS,NRPS-like,M129,GCF3457
StCNS416_BA.contig_2.region003,StCNS416_BA_c2_003,tropica,M13_GCF4829,PKS-NRP_Hybrids,T1PKS.NRPS,M13,GCF4829
StCNB476_BA.contig_1.region001,StCNB476_BA_c1_001,tropica,M13_GCF4829,PKS-NRP_Hybrids,T1PKS.NRPS,M13,GCF4829
SpCNT133_FJ.contig_14.region002,SpCNT133_FJ_c14_002,pacifica,M13_GCF4025,PKS-NRP_Hybrids,T1PKS.NRPS,M13,GCF4025
StCNT261_BA.contig_2.region001,StCNT261_BA_c2_001,tropica,M13_GCF4829,PKS-NRP_Hybrids,T1PKS.NRPS,M13,GCF4829
StCNT250_BA.contig_1.region002,StCNT250_BA_c1_002,tropica,M13_GCF4829,PKS-NRP_Hybrids,T1PKS.NRPS,M13,GCF4829
StCNY681_YU.contig_3.region002,StCNY681_YU_c3_002,tropica,M13_GCF4829,PKS-NRP_Hybrids,T1PKS.NRPS,M13,GCF4829
StCNB536_BA.contig_6.region003,StCNB536_BA_c6_003,tropica,M13_GCF4829,PKS-NRP_Hybrids,T1PKS.NRPS,M13,GCF4829
StCNY678_YU.contig_5.region002,StCNY678_YU_c5_002,tropica,M13_GCF4829,PKS-NRP_Hybrids,T1PKS.NRPS,M13,GCF4829
StCNY012_BA.contig_3.region003,StCNY012_BA_c3_003,tropica,M13_GCF4829,PKS-NRP_Hybrids,T1PKS.NRPS,M13,GCF4829
StCNS197_BA.contig_2.region002,StCNS197_BA_c2_002,tropica,M13_GCF4829,PKS-NRP_Hybrids,T1PKS.NRPS,M13,GCF4829
SpCNT084_FJ.contig_13.region002,SpCNT084_FJ_c13_002,pacifica,M13_GCF4025,PKS-NRP_Hybrids,T1PKS.NRPS,M13,GCF4025
StCNR699_BA.contig_2.region002,StCNR699_BA_c2_002,tropica,M13_GCF4829,PKS-NRP_Hybrids,T1PKS.NRPS,M13,GCF4829
StCNB440_BA.contig_0.region012,StCNB440_BA_c0_012,tropica,M13_GCF4829,PKS-NRP_Hybrids,T1PKS.NRPS,M13,GCF4829
SpCNT609_FJ.contig_17.region001,SpCNT609_FJ_c17_001,pacifica,M13_GCF4025,PKS-NRP_Hybrids,T1PKS.NRPS,M13,GCF4025
StCNH898_BA.contig_2.region003,StCNH898_BA_c2_003,tropica,M13_GCF4829,PKS-NRP_Hybrids,T1PKS.NRPS,M13,GCF4829
SaCNY685_YU.contig_59.region001,SaCNY685_YU_c59_001,arenicola,M130_GCF3459,RiPPs,lassopeptide,M130,GCF3459
SaCNY690_YU.contig_79.region001,SaCNY690_YU_c79_001,arenicola,M131_GCF3489,RiPPs,lanthipeptide,M131,GCF3489
SaCNY694_YU.contig_61.region001,SaCNY694_YU_c61_001,arenicola,M132_GCF3519,RiPPs,lanthipeptide,M132,GCF3519
SpCNQ768_GU.contig_33.region001,SpCNQ768_GU_c33_001,pacifica,M133_GCF3582,Others,other,M133,GCF3582
SpCNQ768_GU.contig_46.region001,SpCNQ768_GU_c46_001,pacifica,M134_GCF3584,NRPS,NRPS,M134,GCF3584
SpCNQ768_GU.contig_67.region001,SpCNQ768_GU_c67_001,pacifica,M135_GCF3588,NRPS,NRPS-like,M135,GCF3588
SpCNQ768_GU.contig_7.region001,SpCNQ768_GU_c7_001,pacifica,M136_GCF3589,NRPS,NRPS,M136,GCF3589
SpCNR114_GU.contig_26.region001,SpCNR114_GU_c26_001,pacifica,M137_GCF3606,Others,oligosaccharide.NRPS,M137,GCF3606
SpCNR114_GU.contig_53.region001,SpCNR114_GU_c53_001,pacifica,M138_GCF3612,PKSI,T1PKS,M138,GCF3612
SpCNR510_GU.contig_72.region001,SpCNR510_GU_c72_001,pacifica,M139_GCF3641,PKSI,T1PKS,M139,GCF3641
SaCNY679_YU.contig_29.region001,SaCNY679_YU_c29_001,arenicola,M14_GCF3416,RiPPs,lanthipeptide,M14,GCF3416
SpCNY646_RS.contig_14.region002,SpCNY646_RS_c14_002,mooreana,M14_GCF3416,RiPPs,lanthipeptide,M14,GCF3416
SaCNR425_GU.contig_34.region001,SaCNR425_GU_c34_001,arenicola,M14_GCF2363,RiPPs,lanthipeptide,M14,GCF2363
SaCNH996_SC.contig_38.region001,SaCNH996_SC_c38_001,arenicola,M14_GCF3374,RiPPs,lanthipeptide,M14,GCF3374
SaCNY011_BA.contig_47.region001,SaCNY011_BA_c47_001,arenicola,M14_GCF3416,RiPPs,lanthipeptide,M14,GCF3416
